id	GROUP	ct	SECONDARY	infoline	origin	perturb	lifestage	age	age.units	sex	type	COLOR	category	Project	Donor	name
BSS00192	Blood & T-cell	CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell		CD4 T CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#678C69	Immune	Roadmap 2015	ENCDO194EHQ,ENCDO779YRY	CD4-positive, CD25-positive, alpha-beta regulatory T cell
BSS00193	Blood & T-cell	CD8-positive,_alpha-beta_memory_T_cell		CD8 T CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#678C69	Immune	Roadmap 2015	ENCDO688UWB,ENCDO922CEJ	CD8-positive, alpha-beta memory T cell
BSS00194	Blood & T-cell	CD8-positive,_alpha-beta_T_cell		CD8 T CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#678C69	Immune	Roadmap 2015	ENCDO688UWB,ENCDO922CEJ	CD8-positive, alpha-beta T cell
BSS00195	Blood & T-cell	CD8-positive,_alpha-beta_T_cell_female_adult_(33_years)		CD8 T CELL			adult	33	year	female	primary cell	#678C69	Immune	Roadmap (New)	ENCDO412QUR	CD8-positive, alpha-beta T cell female adult (33 years)
BSS00196	Blood & T-cell	CD8-positive,_alpha-beta_T_cell_female_adult_(34_years)		CD8 T CELL			adult	34	year	female	primary cell	#678C69	Immune	Roadmap (New)	ENCDO579CCQ	CD8-positive, alpha-beta T cell female adult (34 years)
BSS00197	Blood & T-cell	CD8-positive,_alpha-beta_T_cell_male_adult_(21_year)		CD8 T CELL			adult	21	year	male	primary cell	#678C69	Immune	Roadmap 2015	ENCDO123NFT,ENCDO190HXC	CD8-positive, alpha-beta T cell male adult (21 year)
BSS00198	Blood & T-cell	CD8-positive,_alpha-beta_T_cell_male_adult_(28_years)		CD8 T CELL			adult	28	year	male	primary cell	#678C69	Immune	Roadmap 2015	ENCDO273TST	CD8-positive, alpha-beta T cell male adult (28 years)
BSS00200	Blood & T-cell	CD8-positive,_alpha-beta_T_cell_male_adult_(37_years)		CD8 T CELL			adult	37	year	male	primary cell	#678C69	Immune	Roadmap (New)	ENCDO028NGF	CD8-positive, alpha-beta T cell male adult (37 years)
BSS00201	Brain	cerebellar_cortex_male_adult_(78_years)_and_male_adult_(84_years)		CEREBELLAR CORTEX			adult	84,78	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO240JUB,ENCDO317XRR	cerebellar cortex male adult (78 years) and male adult (84 years)
BSS00205	Brain	cerebellum_male_adult_(20_years)		CEREBELLUM			adult	20	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO377OGA	cerebellum male adult (20 years)
BSS00206	Brain	cerebellum_male_adult_(27_years)_and_male_adult_(35_years)		CEREBELLUM			adult	35,27	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO006AAA,ENCDO007AAA	cerebellum male adult (27 years) and male adult (35 years)
BSS00207	Brain	cerebellum_male_adult_(53_years)		CEREBELLUM			adult	53	year	male	tissue	#C5912B	Neural	Roadmap (New)	ENCDO329NER	cerebellum male adult (53 years)
BSS00209	Placenta & EEM	chorion		CHORION			unknown/mixed	unknown		unknown/mixed	tissue	#E10000	Tissue	ENCODE (New)	ENCDO180AAA	chorion
BSS00211	Placenta & EEM	chorion_female_embryo_(40_weeks)		CHORION			embryonic	40	week	female	tissue	#E10000	Tissue	Roadmap (New)	ENCDO651ROT	chorion female embryo (40 weeks)
BSS00212	Placenta & EEM	chorion_male_embryo_(16_weeks)		CHORION			embryonic	16	week	male	tissue	#E10000	Tissue	Roadmap (New)	ENCDO150YZC	chorion male embryo (16 weeks)
BSS00214	Placenta & EEM	chorionic_villus_embryo_(16_weeks)		CHORIONIC VILLUS			embryonic	16	week	unknown/mixed	tissue	#E10000	Tissue	Roadmap (New)	ENCDO918HJM	chorionic villus embryo (16 weeks)
BSS00215	Placenta & EEM	chorionic_villus_female_embryo_(40_weeks)		CHORIONIC VILLUS			embryonic	40	week	female	tissue	#E10000	Tissue	Roadmap (New)	ENCDO651ROT	chorionic villus female embryo (40 weeks)
BSS00216	Placenta & EEM	chorionic_villus_male_embryo_(16_weeks)		CHORIONIC VILLUS			embryonic	16	week	male	tissue	#E10000	Tissue	Roadmap (New)	ENCDO150YZC	chorionic villus male embryo (16 weeks)
BSS00217	Placenta & EEM	chorionic_villus_male_embryo_(38_weeks)		CHORIONIC VILLUS			embryonic	38	week	male	tissue	#E10000	Tissue	Roadmap (New)	ENCDO974LFM	chorionic villus male embryo (38 weeks)
BSS00218	Epithelial	choroid_plexus_epithelial_cell	Brain	CHOROID PLEXUS EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO097AAA	choroid plexus epithelial cell
BSS00219	Brain	cingulate_gyrus_female_adult_(75_years)		CINGULATE GYRUS			adult	75	year	female	tissue	#C5912B	Neural	Roadmap 2015	ENCDO871IWW	cingulate gyrus female adult (75 years)
BSS00220	Brain	cingulate_gyrus_male_adult_(81_year)		CINGULATE GYRUS			adult	81	year	male	tissue	#C5912B	Neural	Roadmap 2015	ENCDO980BZD	cingulate gyrus male adult (81 year)
BSS00221	Cancer	CMK	HSC & B-cell	MYELOGENOUS LEUKEMIA			child	10	month	male	cell line	#000000	Other	ENCODE (New)	ENCDO000AAH	CMK
BSS00222	Cancer	COLO829	Epithelial	MELANOMA			adult	45	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACS	COLO829
BSS00223	Epithelial	colon_epithelial_cell_line	Digestive	COLON EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO336HXJ	colon epithelial cell line
BSS00227	Digestive	colonic_mucosa_female_adult_(56_years)		COLON MUCOSA			adult	56	year	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO438RUL	colonic mucosa female adult (56 years)
BSS00228	Digestive	colonic_mucosa_female_adult_(73_years)		COLON MUCOSA			adult	73	year	female	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO159WAM	colonic mucosa female adult (73 years)
BSS00229	HSC & B-cell	common_myeloid_progenitor,_CD34-positive		CD34 CMP			unknown/mixed	unknown		unknown/mixed	primary cell	#55A354	Immune	Roadmap 2015	ENCDO026AEL,ENCDO208QJJ,ENCDO233GAL,ENCDO266GKW,ENCDO387DVY,ENCDO908ZKJ,ENCDO930ZLO	common myeloid progenitor, CD34-positive
BSS00230	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_female		CD34 CMP			unknown/mixed	unknown		female	primary cell	#55A354	Immune	Roadmap (New)	ENCDO950XTR	common myeloid progenitor, CD34-positive female
BSS00231	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)		CD34 CMP			adult	27	year	female	primary cell	#55A354	Immune	Roadmap 2015	ENCDO410ZKA,ENCDO707VTH	common myeloid progenitor, CD34-positive female adult (27 years)
BSS00232	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)		CD34 CMP			adult	33	year	female	primary cell	#55A354	Immune	Roadmap 2015	ENCDO412QUR	common myeloid progenitor, CD34-positive female adult (33 years)
BSS00233	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_female_adult_(50_years)		CD34 CMP			adult	50	year	female	primary cell	#55A354	Immune	Roadmap (New)	ENCDO957RHA	common myeloid progenitor, CD34-positive female adult (50 years)
BSS00234	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male		CD34 CMP			unknown/mixed	unknown		male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO802OIW	common myeloid progenitor, CD34-positive male
BSS00235	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult		CD34 CMP			adult	unknown		male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO642MQK	common myeloid progenitor, CD34-positive male adult
BSS00236	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(23_years)		CD34 CMP			adult	23	year	male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO015OUZ	common myeloid progenitor, CD34-positive male adult (23 years)
BSS00237	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)		CD34 CMP			adult	36	year	male	primary cell	#55A354	Immune	Roadmap 2015	ENCDO441UHQ	common myeloid progenitor, CD34-positive male adult (36 years)
BSS00238	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(37_years)		CD34 CMP			adult	37	year	male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO028NGF	common myeloid progenitor, CD34-positive male adult (37 years)
BSS00239	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(42_years)		CD34 CMP			adult	42	year	male	primary cell	#55A354	Immune	Roadmap 2015	ENCDO459DTQ	common myeloid progenitor, CD34-positive male adult (42 years)
BSS00240	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(43_years)		CD34 CMP			adult	43	year	male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO147FTI	common myeloid progenitor, CD34-positive male adult (43 years)
BSS00241	HSC & B-cell	common_myeloid_progenitor,_CD34-positive_male_adult_(49_years)		CD34 CMP			adult	49	year	male	primary cell	#55A354	Immune	Roadmap (New)	ENCDO898ATX	common myeloid progenitor, CD34-positive male adult (49 years)
BSS00242	Heart	coronary_artery_female_adult_(51_year)		CORONARY ARTERY			adult	51	year	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO271OUW	coronary artery female adult (51 year)
BSS00243	Heart	coronary_artery_female_adult_(53_years)		CORONARY ARTERY			adult	53	year	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO793LXB	coronary artery female adult (53 years)
BSS00244	iPSC	CWRU1_male		iPSC			unknown/mixed	unknown		male	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO298AAA	CWRU1 male
BSS00246	Cancer	Daoy	Brain	DESMOPLASTIC MEDULLOBLASTOMA			child	4	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO735HIP	Daoy
BSS00250	Mesench	dedifferentiated_amniotic_fluid_mesenchymal_stem_cell		AMNIOTIC FLUID FROM MSC			embryonic	15	week	male	primary cell	#B65C73	Tissue	ENCODE (New)	ENCDO942PSS	dedifferentiated amniotic fluid mesenchymal stem cell
BSS00258	Endothelial	dermis_blood_vessel_endothelial_cell_female_adult		DERMIS BLOOD VESSEL ENDOTHELIAL CELL			adult	unknown		female	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO239AAA,ENCDO240AAA	dermis blood vessel endothelial cell female adult
BSS00260	Endothelial	dermis_blood_vessel_endothelial_cell_male_newborn		DERMIS BLOOD VESSEL ENDOTHELIAL CELL			newborn	unknown		male	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO241AAA,ENCDO244AAA	dermis blood vessel endothelial cell male newborn
BSS00262	Endothelial	dermis_microvascular_lymphatic_vessel_endothelial_cell_female		DERMIS LYMPHATIC VESSEL ENDOTHELIAL CELL			unknown/mixed	unknown		female	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO242AAA	dermis microvascular lymphatic vessel endothelial cell female
BSS00264	Endothelial	dermis_microvascular_lymphatic_vessel_endothelial_cell_male		DERMIS LYMPHATIC VESSEL ENDOTHELIAL CELL			unknown/mixed	unknown		male	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO243AAA	dermis microvascular lymphatic vessel endothelial cell male
BSS00267	Cancer	DND-41	Blood & T-cell	ACUTE LYMPHOBLASTIC LEUKEMIA			child	13	year	male	cell line	#000000	Other	ENCODE 2012	ENCDO183AAA	DND-41
BSS00268	Cancer	DOHH2	HSC & B-cell	B CELL LYMPHOMA			adult	60	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO352AAA	DOHH2
BSS00270	Digestive	duodenal_mucosa_male_adult_(59_years)		DUODENUM MUCOSA			adult	59	year	male	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO874DHL	duodenal mucosa male adult (59 years)
BSS00271	Digestive	duodenal_mucosa_male_adult_(76_years)		DUODENUM MUCOSA			adult	76	year	male	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO889KES	duodenal mucosa male adult (76 years)
BSS00272	ES-deriv	ecto_neural_progenitor_cell_originated_from_H9	Brain	NEURAL PROGENITOR DERIV			embryonic	5	day	female	in vitro differentiated cells	#4178AE	Stem-like	ENCODE (New)	ENCDO222AAA	ecto neural progenitor cell originated from H9
BSS00273	ES-deriv	ectodermal_cell_originated_from_embryonic_stem_cell		ECTODERMAL DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO424FTP	ectodermal cell originated from embryonic stem cell
BSS00274	Blood & T-cell	effector_memory_CD4-positive,_alpha-beta_T_cell		CD4 T CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#678C69	Immune	Roadmap 2015	ENCDO194EHQ,ENCDO779YRY	effector memory CD4-positive, alpha-beta T cell
BSS00275	Stromal	EH		SKIN FIBROBLAST			newborn	unknown		male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO000AAG	EH
BSS00276	Stromal	EL		SKIN FIBROBLAST			newborn	unknown		male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO000AAG	EL
BSS00277	ESC	ELF-1		ESC			embryonic	unknown		female	cell line	#924965	Stem-like	ENCODE (New)	ENCDO524DZC	ELF-1
BSS00278	Stromal	ELR		SKIN FIBROBLAST			newborn	unknown		male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO000AAG	ELR
BSS00279	Mesench	embryonic_facial_prominence_embryo_(53_days)_and_embryo_(58_days)		EMBRYONIC FACIAL PROMINENCE			embryonic	58,53	day	unknown/mixed	tissue	#B65C73	Tissue	ENCODE (New)	ENCDO234CBV,ENCDO870GPO	embryonic facial prominence embryo (53 days) and embryo (58 days)
BSS00281	Endocrine	endocrine_pancreas_adult_(59_years)	Pancreas	ENDOCRINE PANCREAS			adult	59	year	unknown/mixed	tissue	#99C1FF	Tissue	Roadmap (New)	ENCDO267ZBN	endocrine pancreas adult (59 years)
BSS00282	Endocrine	endocrine_pancreas_male	Pancreas	ENDOCRINE PANCREAS			unknown/mixed	unknown		male	tissue	#99C1FF	Tissue	Roadmap 2015	ENCDO633LOT	endocrine pancreas male
BSS00283	Endocrine	endocrine_pancreas_male_adult_(45_years)	Pancreas	ENDOCRINE PANCREAS			adult	45	year	male	tissue	#99C1FF	Tissue	Roadmap 2015	ENCDO543FPW	endocrine pancreas male adult (45 years)
BSS00284	Endocrine	endocrine_pancreas_male_adult_(46_years)	Pancreas	ENDOCRINE PANCREAS			adult	46	year	male	tissue	#99C1FF	Tissue	Roadmap 2015	ENCDO623LNR	endocrine pancreas male adult (46 years)
BSS00285	ES-deriv	endodermal_cell		ENDODERMAL CELL			embryonic	5	day	female	in vitro differentiated cells	#4178AE	Stem-like	ENCODE (New)	ENCDO222AAA	endodermal cell
BSS00287	ES-deriv	endodermal_cell_originated_from_HUES64		ENDODERMAL DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO424FTP	endodermal cell originated from HUES64
BSS00296	Endothelial	endothelial_cell_of_umbilical_vein_male_newborn	Placenta & EEM	UMBILICAL VEIN ENDOTHELIAL CELL			newborn	unknown		male	primary cell	#FFCA0C	Primary Cell	ENCODE 2012	ENCDO342AAA,ENCDO551FXN	endothelial cell of umbilical vein male newborn
BSS00298	Endothelial	endothelial_cell_of_umbilical_vein_newborn	Placenta & EEM	UMBILICAL VEIN ENDOTHELIAL CELL			newborn	unknown		unknown/mixed	primary cell	#FFCA0C	Primary Cell	ENCODE 2012	ENCDO000AAS	endothelial cell of umbilical vein newborn
BSS00304	Other	epidermal_melanocyte		EPIDERMAL MELANOCYTE			unknown/mixed	unknown		unknown/mixed	primary cell	#999999	Other	ENCODE (New)	ENCDO264AAA	epidermal melanocyte
BSS00307	Epithelial	epithelial_cell_of_esophagus	Digestive	ESOPHAGUS EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO104AAA	epithelial cell of esophagus
BSS00308	Epithelial	epithelial_cell_of_prostate	Reproductive	PROSTATE EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO101AAA	epithelial cell of prostate
BSS00309	Epithelial	epithelial_cell_of_prostate_male	Reproductive	PROSTATE EPITHELIAL CELL			unknown/mixed	unknown		male	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO569WSJ	epithelial cell of prostate male
BSS00310	Epithelial	epithelial_cell_of_proximal_tubule	Kidney	PROXIMAL TUBULE EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO103AAA	epithelial cell of proximal tubule
BSS00313	HSC & B-cell	erythroblast_male		ERYTHROBLAST			unknown/mixed			male	primary cell	#55A354	Immune	ENCODE (New)	NA	NA
BSS00315	ESC	ES-I3		ESC			embryonic	unknown		female	cell line	#924965	Stem-like	Roadmap 2015	ENCDO840PTG	ES-I3
BSS00316	Digestive	esophagus_female_adult_(30_years)		ESOPHAGUS			adult	30	year	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO424HVB	esophagus female adult (30 years)
BSS00318	Digestive	esophagus_male_adult_(34_years)		ESOPHAGUS			adult	34	year	male	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO058AAA	esophagus male adult (34 years)
BSS00320	Digestive	esophagus_muscularis_mucosa_female_adult_(51_year)		ESOPHAGUS MUSCULARIS MUCOSA			adult	51	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	NA	NA
BSS00321	Digestive	esophagus_muscularis_mucosa_female_adult_(53_years)		ESOPHAGUS MUSCULARIS MUCOSA			adult	53	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO793LXB	esophagus muscularis mucosa female adult (53 years)
BSS00322	Digestive	esophagus_muscularis_mucosa_male_adult_(37_years)		ESOPHAGUS MUSCULARIS MUCOSA			adult	37	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO845WKR	esophagus muscularis mucosa male adult (37 years)
BSS00323	Digestive	esophagus_muscularis_mucosa_male_adult_(54_years)		ESOPHAGUS MUSCULARIS MUCOSA			adult	54	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO451RUA	esophagus muscularis mucosa male adult (54 years)
BSS00324	Digestive	esophagus_squamous_epithelium_female_adult_(51_year)		ESOPHAGUS SQUAMOUS EPITHELIUM			adult	51	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO271OUW	esophagus squamous epithelium female adult (51 year)
BSS00325	Digestive	esophagus_squamous_epithelium_female_adult_(53_years)		ESOPHAGUS SQUAMOUS EPITHELIUM			adult	53	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO793LXB	esophagus squamous epithelium female adult (53 years)
BSS00326	Digestive	esophagus_squamous_epithelium_male_adult_(37_years)		ESOPHAGUS SQUAMOUS EPITHELIUM			adult	37	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO845WKR	esophagus squamous epithelium male adult (37 years)
BSS00327	Digestive	esophagus_squamous_epithelium_male_adult_(54_years)		ESOPHAGUS SQUAMOUS EPITHELIUM			adult	54	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	NA	NA
BSS00328	Eye	eye_embryo_(56_days)_and_male_embryo_(76_days)		EYE			embryonic	76,56	day	unknown/mixed	tissue	#EAD1DC	Neural	ENCODE (New)	ENCDO647EYG,ENCDO708OLI	eye embryo (56 days) and male embryo (76 days)
BSS00329	Eye	eye_female_embryo_(76_days)		EYE			embryonic	76	day	female	tissue	#EAD1DC	Neural	ENCODE (New)	ENCDO237NAG	eye female embryo (76 days)
BSS00330	Bone	femur_female_embryo_(98_days)		BONE FEMUR			embryonic	98	day	female	tissue	#6FB7EB	Tissue	ENCODE (New)	ENCDO298NZG	femur female embryo (98 days)
BSS00332	Stromal	fibroblast_of_breast_female_adult_(17_years)		BREAST FIBROBLAST			adult	17	year	female	primary cell	#FF720C	Primary Cell	Roadmap (New)	ENCDO967GTN	fibroblast of breast female adult (17 years)
BSS00333	Stromal	fibroblast_of_breast_female_adult_(26_years)		BREAST FIBROBLAST			adult	26	year	female	primary cell	#FF720C	Primary Cell	Roadmap (New)	ENCDO881IIS	fibroblast of breast female adult (26 years)
BSS00334	Stromal	fibroblast_of_dermis		DERMIS FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE 2012	ENCDO759UVX	fibroblast of dermis
BSS00335	Stromal	fibroblast_of_dermis_female_adult		DERMIS FIBROBLAST			adult	unknown		female	primary cell	#FF720C	Primary Cell	ENCODE 2012	ENCDO267AAA	fibroblast of dermis female adult
BSS00337	Stromal	fibroblast_of_dermis_NONE_and_female_adult		DERMIS FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE 2012	ENCDO267AAA,ENCDO759UVX	fibroblast of dermis NONE and female adult
BSS00338	Stromal	fibroblast_of_gingiva	Other	GINGIVAL FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO235AAA	fibroblast of gingiva
BSS00339	Stromal	fibroblast_of_lung	Lung	LUNG FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO333AAA	fibroblast of lung
BSS00341	Stromal	fibroblast_of_lung_female_child_(11_year)_and_male_adult_(45_years)	Lung	LUNG FIBROBLAST			unknown/mixed	11,45	year	unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE 2012	ENCDO156MSV,ENCDO269AAA	fibroblast of lung female child (11 year) and male adult (45 years)
BSS00342	Stromal	fibroblast_of_lung_male_adult_(45_years)	Lung	LUNG FIBROBLAST			adult	45	year	male	primary cell	#FF720C	Primary Cell	ENCODE 2012	ENCDO269AAA	fibroblast of lung male adult (45 years)
BSS00343	Stromal	fibroblast_of_mammary_gland_female		MAMMARY FIBROBLAST			unknown/mixed	unknown		female	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO236AAA	fibroblast of mammary gland female
BSS00344	Stromal	fibroblast_of_peridontal_ligament_male	Other	PERIDONTAL LIGAMENT FIBROBLAST			unknown/mixed	unknown		male	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO247AAA	fibroblast of peridontal ligament male
BSS00345	Stromal	fibroblast_of_pulmonary_artery	Lung	PULMONARY ARTERY FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO245AAA	fibroblast of pulmonary artery
BSS00346	Stromal	fibroblast_of_skin_of_abdomen_male_embryo_(97_days)		SKIN FIBROBLAST			embryonic	97	day	male	primary cell	#FF720C	Primary Cell	Roadmap (New)	ENCDO576LXR	fibroblast of skin of abdomen male embryo (97 days)
BSS00347	Stromal	fibroblast_of_the_aortic_adventitia_female	Heart	AORTA FIBROBLAST			unknown/mixed	unknown		female	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO175AAA	fibroblast of the aortic adventitia female
BSS00349	Stromal	fibroblast_of_the_conjunctiva	Eye	CONJUNCTIVA FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO231AAA	fibroblast of the conjunctiva
BSS00350	Stromal	fibroblast_of_villous_mesenchyme	Placenta & EEM	VILLOUS MESENCHYME FIBROBLAST			unknown/mixed	unknown		unknown/mixed	primary cell	#FF720C	Primary Cell	ENCODE (New)	ENCDO253AAA	fibroblast of villous mesenchyme
BSS00352	Muscle	forelimb_muscle_female_embryo_(108_days)		ARM MUSCLE			embryonic	108	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO012PVK	forelimb muscle female embryo (108 days)
BSS00353	Stromal	foreskin_fibroblast_male_newborn		FORESKIN FIBROBLAST			newborn	unknown		male	primary cell	#FF720C	Primary Cell	Roadmap 2015	ENCDO047TBB,ENCDO191CQJ,ENCDO232AAA,ENCDO666YUN,ENCDO686OPO	foreskin fibroblast male newborn
BSS00354	Epithelial	foreskin_keratinocyte_male_newborn		FORESKIN KERATINOCYTE			newborn	unknown		male	primary cell	#FF9D0C	Primary Cell	Roadmap 2015	ENCDO047TBB,ENCDO666YUN,ENCDO686OPO	foreskin keratinocyte male newborn
BSS00355	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)		FORESKIN KERATINOCYTE			newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days)
BSS00356	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_0_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_0_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 0 days
BSS00357	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_0.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_0.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 0.5 days
BSS00358	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_1_day		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_1_day	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 1 day
BSS00359	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_1.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_1.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 1.5 days
BSS00360	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_2_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_2_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 2 days
BSS00361	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_2.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_2.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 2.5 days
